State,County,Operational,Shutdown,Potential,Any Landfill,ACSTOTPOP,ACSTOTHH,MINORPOP,LOWINCOME,UNEMPLOYED,LESSHS,PM25,OZONE,DSLPM,CANCER,RESP,PTRAF,PNPL,PRMP,PTSDF,UST,PWDIS,AREALAND,AREAWATER,NPL_CNT,TSDF_CNT
MO,Adair,0.0,0.0,1.0,1.0,25468,9078,2772,10489,649,1218,7.971394699,42.47658016,0.127720375,20.0,0.3,185.2527662,0.009654152,0.538666695,0.0194262,1.950542684,9.88e-06,63885306.91,237761.1739,0.0,0.0
MO,Andrew,0.0,0.0,1.0,1.0,17554,6799,1013,4687,354,905,8.224782538,45.72144953,0.142254165,20.0,0.3,52.41299326,0.011304269,0.474739653,0.114109046,0.160728172,2.72e-05,80036459.86,691240.7857,0.0,0.0
MO,Atchison,0.0,0.0,1.0,1.0,5180,2549,191,1836,92,356,8.083313143,42.41299542,0.104902671,20.0,0.3,25.29722621,0.009811059,1.810042483,0.024738964,0.199216145,1.61e-05,202494661.3,1051312.286,0.0,0.0
MO,Audrain,0.0,0.0,1.0,1.0,25336,9349,3195,9607,583,2377,8.351581701,43.51757089,0.114513538,21.25,0.3,136.2164704,0.012078776,0.652427108,0.139772128,1.147084127,0.04737166,74704923.29,493476.625,0.0,0.041666667
MO,Barry,0.0,0.0,1.0,1.0,35615,13872,5565,14263,514,3922,8.545415294,42.83489395,0.099539405,30.0,0.4,80.71148714,0.04575163,1.223175301,0.331419319,0.481445167,0.001181657,71975952.75,1175453.321,0.0,0.071428571
MO,Barton,1.0,0.0,0.0,1.0,11732,4830,954,5157,349,1097,8.288485251,43.98942146,0.123301245,30.0,0.4,10.53950202,0.024337491,0.587907066,0.037643312,0.869870001,0.005218906,127779252.3,1012683.417,0.0,0.0
MO,Bates,0.0,0.0,1.0,1.0,16282,6565,1068,6046,389,1459,7.505817886,43.60803459,0.128127092,20.0,0.3,16.56942498,0.01317245,0.911716412,0.030535698,0.208934911,6.05e-05,154788102.7,2716481.286,0.0,0.0
MO,Boone,1.0,0.0,1.0,1.0,179704,71919,38835,57430,3454,5832,8.488315739,44.10830015,0.209854,29.43089431,0.382113821,429.0165089,0.010997844,0.304521029,0.865882319,1.168867956,110.2752685,14435576.33,115613.1951,0.0,0.081300813
MO,Buchanan,1.0,0.0,0.0,1.0,87904,33642,15241,29589,2097,6686,8.466113894,46.08137128,0.270677327,28.13333333,0.3,329.7385494,0.014232916,2.270197243,2.151427083,3.22712336,0.038481772,14098150.36,239238.32,0.0,0.2
MO,Butler,0.0,0.0,1.0,1.0,42570,16358,4961,19806,1256,4680,8.657892107,42.90420793,0.180129976,30.0,0.448717949,146.5282049,0.024332872,0.409497675,0.4964459,1.270637511,0.061802004,46138675.26,287022.2821,0.0,0.051282051
MO,Callaway,1.0,0.0,0.0,1.0,44944,16233,4657,10813,1203,3642,8.27954582,44.00452191,0.126157253,28.78787879,0.348484848,106.2188628,0.015776146,0.110142577,0.130391465,0.538600718,0.003280864,65500547.0,1005745.0,0.0,0.090909091
MO,Camden,0.0,0.0,1.0,1.0,45823,17300,2743,13939,912,2952,7.725735445,43.52070377,0.096556541,30.0,0.4,47.24355758,0.013768937,0.091213068,0.1631988,0.235084803,0.014801585,42478102.78,3407618.975,0.0,0.025
MO,Cape Girardeau,0.0,0.0,1.0,1.0,78834,30215,11354,24833,1787,4267,9.254092235,44.0870669,0.210678851,57.62711864,0.386440678,183.2942978,0.202972674,0.475631702,0.883970995,2.223746009,0.015590354,25395783.34,343812.9492,0.016949153,0.101694915
MO,Carroll,0.0,0.0,1.0,1.0,8723,3518,487,3056,240,764,7.235324408,43.96032787,0.140309762,20.0,0.3,7.741409985,0.01352778,0.801926211,0.029723397,0.046001843,0.10368363,163551080.9,1593944.727,0.0,0.0
MO,Cass,0.0,0.0,1.0,1.0,104687,40397,13236,22336,2325,4624,7.465900563,44.80509065,0.203916039,25.30120482,0.309638554,158.9653182,0.030832041,0.506614956,0.52434966,1.061447473,0.000123184,21737630.28,180279.3735,0.0,0.060240964
MO,Clinton,0.0,0.0,1.0,1.0,20503,8100,1338,4698,344,1027,7.668372838,46.23438185,0.154937643,20.0,0.3,82.24883883,0.022239879,0.989465024,0.031383602,0.416413717,0.003045261,63826456.47,692053.4706,0.0,0.0
MO,Cole,1.0,0.0,0.0,1.0,76630,30291,14314,17253,1518,4136,8.316191411,43.92300583,0.19672534,30.66666667,0.411666667,371.1128372,0.021235298,0.623017396,0.953232893,1.441722576,0.009656543,16901734.83,318447.8833,0.0,0.083333333
MO,Cooper,0.0,0.0,1.0,1.0,17522,6342,2121,5545,452,1353,7.852898963,43.9678416,0.144969562,25.0,0.328571429,143.3330107,0.009274284,1.102358653,0.036067701,0.771413033,0.011842335,104478232.8,819705.5714,0.0,0.0
MO,Crawford,0.0,0.0,1.0,1.0,23984,9798,1237,9944,794,3060,7.757494847,42.73335444,0.094174253,30.0,0.4,82.28146801,0.058373558,0.077043101,0.498032107,0.330191095,0.46566145,91571709.05,157442.1905,0.0,0.142857143
MO,Dade,0.0,0.0,1.0,1.0,7571,3028,495,3252,299,650,8.017119537,43.78352171,0.098830111,30.0,0.4,0.0,0.023174002,0.089358711,0.02634987,0.202218517,0.000866968,141013442.0,4674733.0,0.0,0.0
MO,Dent,0.0,0.0,1.0,1.0,15518,6355,1038,6861,357,1773,7.673157221,41.71480752,0.092128286,30.0,0.4,0.019020061,0.015107125,0.031909276,0.03343952,0.671750829,0.173239385,139260083.8,322770.1429,0.0,0.0
MO,Douglas,0.0,0.0,1.0,1.0,13335,5317,697,6125,222,1643,7.894110907,40.91630636,0.078689808,30.0,0.5,0.0,0.022335857,0.026308529,0.026676087,0.111409236,0.000429542,191570373.1,229106.8182,0.0,0.0
MO,Franklin,0.0,0.0,1.0,1.0,103629,41127,5664,26239,2289,7630,8.161049886,44.38256892,0.157392584,31.36986301,0.393150685,162.0555126,0.293359837,0.372766934,0.600720544,1.073704421,0.425949199,32734941.88,285115.4384,0.04109589,0.123287671
MO,Gasconade,0.0,0.0,1.0,1.0,14673,6154,634,4110,140,1305,7.958747515,43.41200196,0.098094882,30.0,0.385714286,18.95315843,0.037977218,0.166577772,0.036431025,0.274366983,0.028850478,96015451.57,1286297.714,0.0,0.0
MO,Greene,1.0,0.0,1.0,1.0,291574,127532,38371,106060,5941,14069,8.589194782,43.77262212,0.267342849,30.0,0.447520661,507.2797666,0.145847615,1.520810215,1.925981976,2.747614315,0.315959421,7227661.074,27302.47107,0.012396694,0.095041322
MO,Grundy,0.0,0.0,1.0,1.0,9885,3900,608,3721,212,1021,7.57996984,43.36575643,0.120149335,20.0,0.3,143.515681,0.008277808,2.027023216,0.371851979,0.464708736,0.00398105,93950271.5,593006.75,0.0,0.083333333
MO,Harrison,0.0,0.0,1.0,1.0,8427,3361,447,3764,116,552,7.597929539,43.44246845,0.120391063,20.0,0.3,25.55671652,0.008145975,1.082864142,0.052823772,0.210080414,1.21e-05,170119080.7,915513.0909,0.0,0.090909091
MO,Henry,0.0,0.0,1.0,1.0,21854,9284,1435,8252,540,2000,7.375039936,43.69253159,0.119154397,27.14285714,0.342857143,135.079495,0.010920005,0.850976231,0.94189285,0.433503422,0.004334741,85954987.9,4364644.905,0.0,0.19047619
MO,Howell,0.0,0.0,1.0,1.0,40130,15557,2367,19427,734,3855,8.246714367,40.57299927,0.114021344,30.0,0.478787879,111.7214108,0.008819435,0.079804453,0.538940303,1.0201124,0.002319074,72768981.73,88488.30303,0.0,0.060606061
MO,Iron,0.0,0.0,1.0,1.0,10150,4102,571,4900,221,1382,7.8000621,42.03313609,0.079227674,30.0,0.4,0.0,0.03444218,0.11428815,0.223239712,0.030149944,6.906176328,158352697.6,518435.5556,0.0,0.555555556
MO,Jackson,1.0,1.0,1.0,1.0,700733,291532,267800,218448,18420,41695,8.1533483,46.29526144,0.395510693,29.70219436,0.390595611,626.8127996,0.103426432,0.566252572,2.597514706,2.910047136,0.799249382,2446404.306,47845.3375,0.003125,0.09375
MO,Jasper,0.0,0.0,1.0,1.0,120528,46461,19593,46993,2889,10169,9.118558,43.7496415,0.201260224,30.0,0.4,247.0719845,0.166225283,1.464369304,1.449787783,2.039838272,0.0045895,16537233.25,71638.87,0.01,0.14
MO,Jefferson,0.0,0.0,1.0,1.0,224777,84978,16504,52643,5629,15300,8.399382031,45.98559316,0.2011806,30.46666667,0.4,233.3673188,0.114724705,0.256584751,0.534620284,1.131068817,1.860325818,11334570.63,135355.5267,0.013333333,0.053333333
MO,Johnson,0.0,0.0,1.0,1.0,53948,19931,7945,16288,1150,2373,7.202456212,43.79061458,0.13146087,20.5,0.3,123.0192344,0.017642809,0.12132802,0.599622356,1.180142133,7.384841825,53694402.13,254511.675,0.0,0.075
MO,Lawrence,0.0,0.0,1.0,1.0,38241,14849,4290,17356,1405,3861,8.460934013,43.44962207,0.12012883,38.82352941,0.4,76.00340274,0.122750798,0.565053969,0.200752991,1.121024223,0.000793652,46599804.74,124919.2941,0.029411765,0.029411765
MO,Lewis,0.0,0.0,1.0,1.0,9898,3597,746,3450,234,827,8.582292628,41.82080053,0.11895308,20.0,0.3,27.03809261,0.027663377,0.392484988,0.045270499,0.214196936,0.99103886,118908056.4,1360509.636,0.0,0.0
MO,Livingston,0.0,0.0,1.0,1.0,14969,5907,1165,4573,167,1312,7.474263102,43.71629421,0.138746699,20.0,0.3,137.2239691,0.010436248,0.771399737,0.303709615,1.305968899,0.000375661,98475539.21,1156279.071,0.0,0.071428571
MO,Macon,0.0,0.0,1.0,1.0,15154,5908,1024,5462,307,1104,7.980574037,42.98908005,0.123759106,20.0,0.3,86.14152683,0.009275147,0.734257979,0.432018246,0.783349172,5.799901433,122065766.3,1700761.235,0.0,0.058823529
MO,Madison,0.0,0.0,1.0,1.0,12176,4851,651,4527,230,1185,8.132469155,42.43202941,0.100965808,30.0,0.4,14.28798007,0.296650102,0.030339399,0.037031021,0.808899335,0.093909377,106704505.6,693525.0833,0.083333333,0.0
MO,Maries,0.0,0.0,1.0,1.0,8791,3808,412,3080,261,1027,7.938945793,42.89081326,0.084902615,30.0,0.4,25.84059327,0.286999533,0.046058717,0.080089536,0.036542195,0.019970335,194981943.9,1090339.143,0.142857143,0.142857143
MO,Montgomery,0.0,0.0,1.0,1.0,11414,4995,755,3948,141,1056,8.288950998,43.80700392,0.106027206,27.14285714,0.3,128.8943209,0.023789406,0.691857867,0.035926467,0.140834399,0.000301591,98983237.07,1007188.643,0.0,0.0
MO,Morgan,0.0,0.0,1.0,1.0,20438,7639,1228,9041,315,3140,7.693159752,43.73854852,0.085475453,30.0,0.4,25.53311185,0.012247452,0.076645605,0.042682143,0.164388781,0.062063642,73707936.62,2019760.238,0.0,0.0
MO,New Madrid,0.0,0.0,1.0,1.0,17275,7281,3600,7855,487,2236,8.828342244,44.60553386,0.158901599,30.0,0.3,30.19442712,0.042670441,0.162487458,0.414562669,1.361995969,0.125646444,83235280.9,2677918.714,0.0,0.095238095
MO,Newton,0.0,1.0,0.0,1.0,58288,22123,9464,21598,1344,4786,9.076352912,42.75727272,0.147222535,30.0,0.4,127.0626917,0.174440329,0.67557392,0.398361819,0.787679959,0.008874593,35176228.39,102500.087,0.065217391,0.086956522
MO,Nodaway,0.0,0.0,1.0,1.0,22199,8510,1747,8212,292,836,7.909144484,43.33873746,0.123748591,20.0,0.289473684,111.0406669,0.00869764,1.651682756,0.021433276,2.068001754,1.82e-05,119543505.9,124294.1053,0.0,0.0
MO,Pemiscot,0.0,0.0,1.0,1.0,16330,6640,5201,8772,718,2234,8.487029849,44.47633567,0.158363036,30.0,0.331578947,50.11300887,0.020149515,0.096698071,0.34102573,2.258071386,0.018813423,67149528.37,2837652.947,0.0,0.157894737
MO,Perry,0.0,0.0,1.0,1.0,19227,7577,963,5808,421,1767,8.565922841,43.72223721,0.157326921,30.0,0.38125,132.1609098,0.025177529,0.312093078,0.527365386,0.443688415,0.039614927,76785883.0,1587179.0,0.0,0.125
MO,Pettis,0.0,1.0,1.0,1.0,42421,16193,6621,17068,966,3494,7.474766393,43.73205224,0.145759253,28.20512821,0.364102564,257.2575872,0.010015786,0.736261708,0.798977462,1.549169956,0.008305414,45306820.62,268939.9487,0.0,0.076923077
MO,Phelps,0.0,0.0,1.0,1.0,44587,18213,5452,16714,881,2854,7.901253875,42.5561807,0.144156907,30.0,0.4,258.1576758,0.030578564,0.316327218,0.46392992,2.50400754,0.013115152,41426643.02,156358.7857,0.0,0.047619048
MO,Pike,1.0,0.0,0.0,1.0,18158,6653,2064,6196,345,1672,8.614870556,43.63797178,0.125817702,20.0,0.3,53.46004234,0.016281559,0.784381351,0.286181349,0.928283083,0.008762566,102142854.4,2175101.235,0.0,0.058823529
MO,Platte,0.0,0.0,1.0,1.0,102848,39918,20328,17020,1936,2771,8.347135895,46.81965437,0.30005715,28.625,0.36625,409.8121134,0.067790661,0.334812463,1.037594168,1.389792359,0.004502941,13591038.21,211868.1375,0.0,0.075
MO,Pulaski,0.0,0.0,1.0,1.0,52359,15061,16092,14182,932,1978,7.798361772,42.69504622,0.098587059,30.0,0.4,74.39471613,0.023445899,0.025273036,0.199111953,0.380425722,25.3582004,44281705.66,353522.625,0.0,0.03125
MO,Ralls,0.0,0.0,1.0,1.0,10258,4132,597,2863,267,698,8.630116658,42.84915549,0.111730919,20.0,0.3,32.01879492,0.023218864,0.407451171,0.142950488,0.122691856,0.017394218,121674302.3,3638106.9,0.0,0.2
MO,Randolph,0.0,0.0,1.0,1.0,24769,8872,2956,8200,495,1957,8.046320238,43.45848789,0.137149866,22.17391304,0.3,105.3318603,0.008533346,0.655597935,0.254469371,1.076344609,0.007450275,54357299.09,576269.2174,0.0,0.043478261
MO,Reynolds,0.0,0.0,1.0,1.0,6274,2580,416,2538,218,987,7.738529726,41.27152712,0.068674949,30.0,0.4,0.375545109,0.018483011,0.08015865,0.095805176,0.003090269,0.937801915,348991065.0,2562279.667,0.0,0.5
MO,Ripley,0.0,0.0,1.0,1.0,13484,4973,664,7006,274,1743,8.415651,42.01868711,0.093137309,30.0,0.45,0.0,0.014012157,0.028107492,0.033053087,0.23916777,1.35e-05,116459870.6,389694.5714,0.0,0.0
MO,Saline,0.0,0.0,1.0,1.0,22932,8235,4690,8035,315,2278,7.441911473,43.88267222,0.153260567,20.0,0.3,115.6143724,0.010743155,1.811307415,0.036497454,1.984980826,0.008865238,81531748.54,1230935.917,0.0,0.0
MO,Scott,0.0,0.0,1.0,1.0,38538,15342,6608,14927,709,3975,9.262687245,44.39726474,0.192126085,30.0,0.363888889,169.0612964,0.114195185,0.482215731,0.567603828,2.195052893,2.447768341,30216910.81,421534.25,0.027777778,0.111111111
MO,St. Francois,0.0,0.0,1.0,1.0,66653,24572,5947,23750,1206,6951,8.108711547,43.38767556,0.126137547,30.0,0.4,160.0767955,0.170487611,0.0480959,0.279102225,1.620827492,0.032399696,24382917.02,150376.5625,0.020833333,0.041666667
MO,St. Louis,1.0,1.0,1.0,1.0,996179,409658,350556,220841,23731,41527,9.428776696,48.19825513,0.415262864,30.4144385,0.434625668,781.4855518,0.15669996,0.902395317,2.311392495,2.627114268,14.42012031,1758544.297,52957.75936,0.005347594,0.093582888
MO,Stoddard,0.0,0.0,1.0,1.0,29255,11545,1502,12769,684,4151,8.911188787,43.67892334,0.161473502,30.0,0.362962963,94.71413575,0.049314279,1.035973474,0.083109415,0.60924879,1.284519331,78960338.67,556512.0,0.0,0.037037037
MO,Stone,0.0,0.0,1.0,1.0,31875,12689,1720,10979,1037,2785,8.395773466,42.25584777,0.093981641,30.0,0.4,33.44556538,0.036985231,0.066482281,0.060243594,0.153886136,0.001920495,36403124.0,3672270.333,0.0,0.0
MO,Vernon,0.0,0.0,1.0,1.0,20560,8294,1303,8113,358,1605,7.961839633,43.61122959,0.122484,30.0,0.355555556,83.48547292,0.014474559,0.468003052,0.238934039,1.251294283,0.000755652,118907992.3,1501158.833,0.0,0.055555556
MO,Warren,0.0,0.0,1.0,1.0,35090,13129,3217,10127,705,2532,8.511044581,44.75406986,0.12974344,30.0,0.4,216.7615497,0.051557045,0.254945327,0.166189141,0.288999039,0.104108959,44403930.52,948813.44,0.0,0.04
MO,Washington,1.0,0.0,1.0,1.0,24819,9278,1565,11146,710,3509,7.729752603,43.26050392,0.084289226,30.0,0.4,24.23172168,0.240729374,0.096418621,0.100793538,0.041998235,0.759620815,103581261.3,357432.8421,0.210526316,0.105263158
MO,Wayne,0.0,0.0,1.0,1.0,13058,5438,836,6215,378,1806,8.187338229,41.85999857,0.086970588,30.0,0.4,29.92048336,0.019551188,0.031538283,0.030988379,0.019935727,0.020498295,122892586.1,2408459.0,0.0,0.0
MO,Webster,0.0,0.0,1.0,1.0,39127,13697,2408,14204,859,3335,7.855544932,42.68047497,0.107726559,30.0,0.4,96.10862813,0.075319111,0.039604783,0.504914109,0.550060512,0.003410451,63947148.83,129553.375,0.0,0.208333333
MO,Wright,1.0,0.0,0.0,1.0,18256,6977,1182,9290,444,2342,7.781404658,41.46057678,0.094022316,30.0,0.457894737,23.5380535,0.017416423,0.040305737,0.025416682,0.258886624,5.07e-06,92936220.79,185538.9474,0.0,0.0
MS,Adams,0.0,0.0,1.0,1.0,31103,11129,19827,15925,1051,5335,8.675999426,35.05987815,0.129569226,30.0,0.4,171.4262628,0.009340438,0.773005042,0.020096318,2.734939816,0.939486722,37420758.38,2039801.219,0.0,0.0
MS,Chickasaw,1.0,1.0,0.0,1.0,17060,6523,8628,8519,258,2559,9.263841935,36.50694269,0.084613395,30.0,0.45625,2.732979514,0.015162854,0.219974306,0.050837775,0.657225748,0.000107702,81225525.5,398797.9375,0.0,0.0
MS,DeSoto,0.0,0.0,1.0,1.0,182256,64424,67759,45218,4381,10756,9.288973748,42.38678822,0.214374267,31.3,0.408,224.5941396,0.058276259,0.385822935,0.568442624,3.009008165,0.000879999,12337302.0,502348.09,0.0,0.08
MS,Grenada,0.0,0.0,1.0,1.0,20927,8476,9643,8953,470,2476,8.83323868,35.79221768,0.134752059,30.0,0.433333333,170.1971797,0.266031295,0.029589101,0.196318008,3.937013677,0.000168471,52061481.1,3364741.238,0.047619048,0.047619048
MS,Hancock,0.0,0.0,1.0,1.0,47339,21494,7242,15803,1358,3302,8.228222306,37.22154876,0.145893972,24.88372093,0.3,88.99687017,0.036771828,0.123100345,0.116455122,2.576969083,0.001767563,27899118.57,4638535.273,0.0,0.068181818
MS,Harrison,1.0,1.0,1.0,1.0,206169,80097,75517,79117,8498,15052,8.651842336,38.20018048,0.199617821,29.27835052,0.36185567,245.8036659,0.130402015,1.590226989,0.817666161,3.538116551,6.18e-05,7580226.316,5431671.883,0.005102041,0.066326531
MS,Hinds,0.0,0.0,1.0,1.0,235604,88832,178730,99528,10657,18090,9.873629157,38.80142875,0.292582101,37.08994709,0.47037037,397.5495611,0.102231849,0.804881935,0.654012028,6.727708635,0.000598869,11920046.66,101899.6085,0.0,0.047619048
MS,Holmes,0.0,0.0,1.0,1.0,17414,6358,14758,11214,910,2342,8.935828724,37.10836529,0.095831181,30.0,0.426315789,3.38230384,0.019298506,0.035129401,0.028320647,1.040240926,0.012785597,103146148.9,1082569.737,0.0,0.0
MS,Jackson,0.0,0.0,1.0,1.0,142872,53878,46587,48247,6244,10961,8.838161561,38.51742788,0.192722981,30.0,0.352586207,178.9014298,0.111011135,1.724803631,0.469138699,5.262997179,0.031671458,16000933.31,7096518.068,0.008547009,0.076923077
MS,Jefferson,0.0,0.0,1.0,1.0,7129,2543,6199,3594,247,952,8.621228938,35.14946879,0.069282603,30.0,0.4,12.5564171,0.009410937,0.036488276,0.041723219,0.488628934,2.96e-09,168327569.3,2373511.5,0.0,0.125
MS,Kemper,0.0,0.0,1.0,1.0,9829,3757,6503,5083,667,1080,9.18657863,35.71303479,0.073833646,34.44444444,0.5,9.382360514,0.019266249,0.072031967,0.105500152,0.137779861,0.559410851,220489238.9,242483.3333,0.0,0.222222222
MS,Lauderdale,0.0,0.0,1.0,1.0,75557,29718,36247,32261,1576,7558,9.411861002,35.77133224,0.157299276,39.42857143,0.528571429,165.5835597,0.011638526,0.6063494,0.351461499,4.644163762,0.01002001,26035832.11,424721.7286,0.0,0.042857143
MS,Leflore,0.0,0.0,1.0,1.0,28764,9901,22492,16800,1263,2970,8.904786056,38.17970521,0.159955552,30.0,0.393103448,163.3606444,0.0206052,0.639304197,0.474587783,5.463659562,0.000309933,53056748.21,1098903.345,0.0,0.034482759
MS,Lowndes,0.0,0.0,1.0,1.0,58896,22457,28781,23274,2019,5173,9.377403567,37.8631583,0.132237317,38.97959184,0.581632653,136.628186,0.336773072,0.504196218,0.613886708,3.534639249,0.019137976,26716174.06,582554.9796,0.020408163,0.163265306
MS,Madison,0.0,0.0,1.0,1.0,105482,40179,47282,25422,2431,5706,9.958786147,38.56816986,0.204012447,35.16129032,0.451612903,151.948127,0.146480119,0.900547929,0.236289725,2.8587846,0.000112972,29841595.95,1156407.048,0.016129032,0.048387097
MS,Marshall,0.0,0.0,1.0,1.0,35502,13311,18572,14557,971,4626,8.615040477,40.20355142,0.131287886,30.0,0.4,57.1500949,0.050082338,0.089099653,0.113745694,0.73441667,1.09e-05,67741155.52,339770.4815,0.0,0.074074074
MS,Oktibbeha,1.0,0.0,0.0,1.0,49593,18849,21773,22313,1935,2260,9.445862839,36.4175798,0.125586208,35.15151515,0.5,160.0452978,0.027065523,0.286669682,0.964245424,3.894158229,0.002220736,35964676.3,289881.1515,0.0,0.090909091
MS,Pearl River,0.0,0.0,1.0,1.0,55512,21321,10476,19094,1424,5105,8.606773705,35.99491204,0.150570158,30.0,0.4,55.89119835,0.230510928,0.23860646,0.168267944,1.549199985,0.005727231,50031124.98,494833.6429,0.023809524,0.023809524
MS,Perry,0.0,0.0,1.0,1.0,11981,4597,2683,5236,341,1224,9.093503885,35.5763754,0.070789765,30.0,0.4,36.39299705,0.032208242,0.089453987,0.178066585,0.262244811,0.030850582,152404753.6,687427.3636,0.0,0.090909091
MS,Pontotoc,1.0,0.0,0.0,1.0,31996,10823,7606,11685,502,4832,9.31313655,37.2311246,0.103161114,30.0,0.4,16.2906314,0.011638004,0.169786215,0.216465174,0.617072213,0.001003127,58605950.73,377654.2727,0.0,0.045454545
MS,Scott,0.0,0.0,1.0,1.0,28288,10228,14344,13278,887,4143,9.493047211,36.64094439,0.097236283,30.0,0.416,12.44570999,0.019802225,1.520352392,0.089715779,0.88372898,0.003877709,63116083.32,120060.92,0.0,0.04
MS,Tippah,1.0,0.0,0.0,1.0,21976,7842,5061,10719,579,3116,8.543225315,38.84324739,0.095655195,30.0,0.4,47.32126243,0.016026991,0.072685005,0.05112708,0.72738963,2.79e-06,59287733.8,276111.4,0.0,0.0
MS,Tunica,0.0,0.0,1.0,1.0,9807,3964,7979,5761,356,1224,8.753516712,40.3921098,0.123304441,30.0,0.4,79.37879331,0.029871938,0.152707388,0.153590038,0.516815059,0.541232562,130687959.8,6334699.667,0.0,0.111111111
MS,Washington,0.0,0.0,1.0,1.0,45072,17882,33931,25333,1928,5424,8.901399152,40.20416055,0.1435979,30.0,0.377358491,168.4094681,0.008458117,0.480461479,0.321120619,5.084684314,0.00022972,35378822.43,1778434.019,0.0,0.037735849
MS,Winston,0.0,0.0,1.0,1.0,18116,7100,9088,8359,617,1994,9.318790281,35.72218824,0.080598081,37.89473684,0.521052632,5.544722091,0.28010902,0.621797992,0.262003627,2.894110067,0.00346217,82777536.53,386415.6316,0.052631579,0.052631579
MT,Beaverhead,0.0,0.0,1.0,1.0,9454,4203,939,3587,156,345,4.841969085,45.80209294,0.025715186,10.0,0.2,18.10722727,0.012302936,0.019498547,0.012667302,0.761621762,4.91e-06,1435549212.0,7834528.8,0.0,0.0
MT,Big Horn,0.0,0.0,1.0,1.0,13302,3622,9747,7408,752,812,6.096619761,42.40014629,0.031208126,13.63636364,0.163636364,20.35017798,0.013810666,0.255289975,0.017011059,5.507279308,0.012062068,1176752751.0,4308678.091,0.0,0.0
MT,Cascade,0.0,0.0,1.0,1.0,81576,34440,12289,26738,1423,4224,5.992030283,41.56587035,0.09404799,20.0,0.306666667,340.6804912,0.214981663,1.364685709,1.38453649,11.9641776,0.011756405,93177661.23,457468.44,0.026666667,0.093333333
MT,Custer,0.0,0.0,1.0,1.0,11563,4837,982,3213,214,521,5.989721683,42.25389823,0.080320088,18.57142857,0.2,157.4710407,0.004665604,0.017423018,0.334991768,13.95596774,0.061358809,699908838.1,1829461.0,0.0,0.071428571
MT,Daniels,0.0,0.0,1.0,1.0,1705,856,141,403,12,60,5.899744932,41.16115686,0.016138925,10.0,0.2,0.0,0.002485335,0.494554012,0.00739357,0.069710877,0.0,1847010982.0,510848.5,0.0,0.0
MT,Dawson,0.0,0.0,1.0,1.0,8824,3892,676,2338,127,473,5.561442375,42.92305039,0.046775779,18.0,0.2,91.73101011,0.003138619,0.207417489,0.022874787,9.818252206,2.14e-07,614326004.4,2988428.3,0.0,0.1
MT,Fallon,0.0,0.0,1.0,1.0,2975,1274,187,776,2,100,5.388067863,42.73519281,0.019529202,10.0,0.2,0.0,0.004333729,0.929179099,0.338606856,1.469364025,0.0,1399106799.0,1971777.0,0.0,0.333333333
MT,Flathead,1.0,1.0,0.0,1.0,102001,39925,7770,30215,2086,4178,10.33794279,39.25714081,0.12269049,26.58823529,0.389411765,236.4160083,0.064275745,0.16321404,0.41143384,6.525430665,7.71e-05,155009935.3,5143088.129,0.011764706,0.070588235
MT,Gallatin,0.0,0.0,1.0,1.0,111401,45287,9964,28462,1554,2138,5.20485308,45.79209194,0.102614313,18.26666667,0.198666667,256.4280761,0.207994035,0.239240845,0.606656096,2.803634505,1.464317981,89971080.19,981546.32,0.013333333,0.04
MT,Hill,0.0,0.0,1.0,1.0,16422,6471,5123,6684,483,797,6.215342466,39.82259388,0.083883488,20.0,0.2,143.5840463,0.006334144,0.395113917,0.087949796,4.656982852,0.0,536386787.9,3156151.714,0.0,0.071428571
MT,Lake,0.0,0.0,1.0,1.0,30383,11869,10637,11255,808,1466,8.906001562,38.70957802,0.033359177,20.0,0.322222222,70.62547351,0.018520028,0.02387871,0.027935669,1.725177519,1.62e-06,142973800.8,15686882.81,0.0,0.0
MT,Lewis and Clark,0.0,0.0,1.0,1.0,68714,28502,6471,16903,1280,2107,5.898643327,44.10557152,0.06570858,20.55555556,0.318518519,285.364246,0.159642545,0.585494504,1.439540443,5.49680797,0.259789541,165873420.9,1879557.333,0.037037037,0.111111111
MT,Liberty,0.0,0.0,1.0,1.0,2455,925,40,832,0,503,6.484850137,39.98045882,0.02332473,20.0,0.2,18.51629161,0.008821896,1.83617802,0.011512419,0.02675369,0.0,1851825687.0,22205735.5,0.0,0.0
MT,Lincoln,0.0,0.0,1.0,1.0,19845,8622,1642,8688,646,1304,10.97348244,40.63205824,0.045795021,23.0,0.425,64.42280122,0.581223528,0.048502291,0.220835273,1.268100213,6.19e-07,467824211.2,8077789.6,0.1,0.1
MT,Missoula,0.0,0.0,1.0,1.0,119062,49700,14124,36313,3407,3394,8.0332416,39.53780061,0.092103554,33.90804598,0.616091954,392.7919213,0.107694701,0.326475303,1.32176019,2.521217999,0.003353046,77193807.28,742368.2069,0.022988506,0.08045977
MT,Park,0.0,0.0,1.0,1.0,16513,7961,1134,4780,172,587,4.55381102,46.48047974,0.035660645,10.0,0.183333333,163.8669707,0.02466999,0.025211705,0.372566344,1.282348397,0.196951397,403243792.9,1547877.722,0.0,0.055555556
MT,Phillips,0.0,0.0,1.0,1.0,4032,1756,686,1496,108,236,5.924117315,40.44662941,0.018321657,10.0,0.2,51.75912482,0.00395355,0.014962418,0.006944732,5.329004078,2.3e-08,3328407541.0,46373283.5,0.0,0.0
